b'id',b'key',b'value',b'type' 
b'6333761943',b'direction',b'backward',b'regular'
b'6333761943',b'highway',b'stop',b'regular'
b'6333761943',b'stop',b'minor',b'regular'
b'6333761943',b'traffic_sign',b'stop',b'regular'
b'6333763814',b'crossing',b'uncontrolled',b'regular'
b'6333763814',b'highway',b'crossing',b'regular'
b'6333763814',b'kerb',b'lowered',b'regular'
b'6333763815',b'crossing',b'uncontrolled',b'regular'
b'6333763815',b'highway',b'crossing',b'regular'
b'6333823239',b'crossing',b'traffic_signals',b'regular'
b'6333823239',b'highway',b'crossing',b'regular'
b'6333823239',b'kerb',b'lowered',b'regular'
b'6333823240',b'highway',b'traffic_signals',b'regular'
b'6333823240',b'direction',b'backward',b'traffic_signals'
b'6333823241',b'highway',b'traffic_signals',b'regular'
b'6333823242',b'highway',b'traffic_signals',b'regular'
b'6333823243',b'crossing',b'traffic_signals',b'regular'
b'6333823243',b'highway',b'crossing',b'regular'
b'6333823243',b'kerb',b'lowered',b'regular'
b'6333823244',b'crossing',b'traffic_signals',b'regular'
b'6333823244',b'highway',b'crossing',b'regular'
b'6333823244',b'kerb',b'lowered',b'regular'
b'6333869065',b'crossing',b'unmarked',b'regular'
b'6333869065',b'highway',b'crossing',b'regular'
b'6333869065',b'kerb',b'lowered',b'regular'
b'6333911665',b'crossing',b'unmarked',b'regular'
b'6333911665',b'highway',b'crossing',b'regular'
b'6333911665',b'kerb',b'lowered',b'regular'
b'6333955024',b'crossing',b'unmarked',b'regular'
b'6333955024',b'highway',b'crossing',b'regular'
b'6333955024',b'kerb',b'lowered',b'regular'
b'6333955025',b'crossing',b'unmarked',b'regular'
b'6333955025',b'highway',b'crossing',b'regular'
b'6333955026',b'crossing',b'unmarked',b'regular'
b'6333955026',b'highway',b'crossing',b'regular'
b'6333955027',b'crossing',b'unmarked',b'regular'
b'6333955027',b'highway',b'crossing',b'regular'
b'6333955028',b'crossing',b'unmarked',b'regular'
b'6333955028',b'highway',b'crossing',b'regular'
b'6333955029',b'crossing',b'unmarked',b'regular'
b'6333955029',b'highway',b'crossing',b'regular'
b'6333955029',b'kerb',b'lowered',b'regular'
b'6333955030',b'crossing',b'unmarked',b'regular'
b'6333955030',b'highway',b'crossing',b'regular'
b'6333955031',b'crossing',b'unmarked',b'regular'
b'6333955031',b'highway',b'crossing',b'regular'
b'6333955031',b'kerb',b'lowered',b'regular'
b'6333955033',b'crossing',b'uncontrolled',b'regular'
b'6333955033',b'highway',b'crossing',b'regular'
b'6333955035',b'crossing',b'unmarked',b'regular'
b'6333955035',b'highway',b'crossing',b'regular'
b'6333955036',b'crossing',b'unmarked',b'regular'
b'6333955036',b'highway',b'crossing',b'regular'
b'6333955037',b'crossing',b'unmarked',b'regular'
b'6333955037',b'highway',b'crossing',b'regular'
b'6333955038',b'crossing',b'unmarked',b'regular'
b'6333955038',b'highway',b'crossing',b'regular'
b'6333955039',b'crossing',b'unmarked',b'regular'
b'6333955039',b'highway',b'crossing',b'regular'
b'6333955040',b'crossing',b'unmarked',b'regular'
b'6333955040',b'highway',b'crossing',b'regular'
b'6333955040',b'kerb',b'lowered',b'regular'
b'6333974357',b'crossing',b'uncontrolled',b'regular'
b'6333974357',b'highway',b'crossing',b'regular'
b'6333974358',b'direction',b'backward',b'regular'
b'6333974358',b'highway',b'stop',b'regular'
b'6333974358',b'stop',b'minor',b'regular'
b'6333974358',b'traffic_sign',b'stop',b'regular'
b'6333974360',b'crossing',b'uncontrolled',b'regular'
b'6333974360',b'highway',b'crossing',b'regular'
b'6333974360',b'kerb',b'lowered',b'regular'
b'6333974361',b'direction',b'backward',b'regular'
b'6333974361',b'highway',b'stop',b'regular'
b'6333974361',b'traffic_sign',b'stop',b'regular'
b'6333974362',b'crossing',b'uncontrolled',b'regular'
b'6333974362',b'highway',b'crossing',b'regular'
b'6333974362',b'kerb',b'lowered',b'regular'
b'6333974363',b'direction',b'forward',b'regular'
b'6333974363',b'highway',b'stop',b'regular'
b'6333974363',b'traffic_sign',b'stop',b'regular'
b'6333974364',b'crossing',b'uncontrolled',b'regular'
b'6333974364',b'highway',b'crossing',b'regular'
b'6333974364',b'kerb',b'lowered',b'regular'
b'6333974365',b'direction',b'forward',b'regular'
b'6333974365',b'highway',b'stop',b'regular'
b'6333974365',b'traffic_sign',b'stop',b'regular'
b'6333974366',b'crossing',b'uncontrolled',b'regular'
b'6333974366',b'highway',b'crossing',b'regular'
b'6333974366',b'kerb',b'lowered',b'regular'
b'6333974367',b'direction',b'backward',b'regular'
b'6333974367',b'highway',b'stop',b'regular'
b'6333974367',b'traffic_sign',b'stop',b'regular'
b'6333974368',b'crossing',b'unmarked',b'regular'
b'6333974368',b'highway',b'crossing',b'regular'
b'6333974369',b'direction',b'backward',b'regular'
b'6333974369',b'highway',b'stop',b'regular'
b'6333974369',b'stop',b'minor',b'regular'
b'6333974369',b'traffic_sign',b'stop',b'regular'
b'6333974370',b'crossing',b'unmarked',b'regular'
b'6333974370',b'highway',b'crossing',b'regular'
b'6333974371',b'direction',b'forward',b'regular'
b'6333974371',b'highway',b'stop',b'regular'
b'6333974371',b'stop',b'minor',b'regular'
b'6333974371',b'traffic_sign',b'stop',b'regular'
b'6333974372',b'direction',b'forward',b'regular'
b'6333974372',b'highway',b'stop',b'regular'
b'6333974372',b'traffic_sign',b'stop',b'regular'
b'6333974373',b'crossing',b'uncontrolled',b'regular'
b'6333974373',b'highway',b'crossing',b'regular'
b'6333974373',b'kerb',b'lowered',b'regular'
b'6333974375',b'direction',b'backward',b'regular'
b'6333974375',b'highway',b'stop',b'regular'
b'6333974375',b'traffic_sign',b'stop',b'regular'
b'6333974376',b'crossing',b'uncontrolled',b'regular'
b'6333974376',b'highway',b'crossing',b'regular'
b'6333974376',b'kerb',b'lowered',b'regular'
b'6333974377',b'direction',b'backward',b'regular'
b'6333974377',b'highway',b'stop',b'regular'
b'6333974377',b'traffic_sign',b'stop',b'regular'
b'6333974378',b'direction',b'backward',b'regular'
b'6333974378',b'highway',b'stop',b'regular'
b'6333974378',b'stop',b'minor',b'regular'
b'6333974378',b'traffic_sign',b'stop',b'regular'
b'6333974379',b'direction',b'backward',b'regular'
b'6333974379',b'highway',b'stop',b'regular'
b'6333974379',b'stop',b'minor',b'regular'
b'6333974379',b'traffic_sign',b'stop',b'regular'
b'6333974381',b'direction',b'forward',b'regular'
b'6333974381',b'highway',b'stop',b'regular'
b'6333974381',b'stop',b'minor',b'regular'
b'6333974381',b'traffic_sign',b'stop',b'regular'
b'6333974382',b'direction',b'backward',b'regular'
b'6333974382',b'highway',b'stop',b'regular'
b'6333974382',b'stop',b'minor',b'regular'
b'6333974382',b'traffic_sign',b'stop',b'regular'
b'6333995786',b'direction',b'forward',b'regular'
b'6333995786',b'highway',b'stop',b'regular'
b'6333995786',b'stop',b'minor',b'regular'
b'6333995787',b'crossing',b'uncontrolled',b'regular'
b'6333995787',b'highway',b'crossing',b'regular'
b'6333995787',b'kerb',b'lowered',b'regular'
b'6333995788',b'direction',b'forward',b'regular'
b'6333995788',b'highway',b'stop',b'regular'
b'6333995788',b'traffic_sign',b'stop',b'regular'
b'6333995789',b'crossing',b'uncontrolled',b'regular'
b'6333995789',b'highway',b'crossing',b'regular'
b'6333995789',b'kerb',b'lowered',b'regular'
b'6333995790',b'direction',b'forward',b'regular'
b'6333995790',b'highway',b'stop',b'regular'
b'6333995790',b'traffic_sign',b'stop',b'regular'
b'6333995791',b'direction',b'backward',b'regular'
b'6333995791',b'highway',b'stop',b'regular'
b'6333995791',b'traffic_sign',b'stop',b'regular'
b'6333995792',b'crossing',b'uncontrolled',b'regular'
b'6333995792',b'highway',b'crossing',b'regular'
b'6333995792',b'kerb',b'lowered',b'regular'
b'6333995794',b'crossing',b'uncontrolled',b'regular'
b'6333995794',b'highway',b'crossing',b'regular'
b'6333995794',b'kerb',b'lowered',b'regular'
b'6333995795',b'direction',b'backward',b'regular'
b'6333995795',b'highway',b'stop',b'regular'
b'6333995795',b'traffic_sign',b'stop',b'regular'
b'6333995799',b'direction',b'forward',b'regular'
b'6333995799',b'highway',b'stop',b'regular'
b'6333995799',b'stop',b'minor',b'regular'
b'6333995799',b'traffic_sign',b'stop',b'regular'
b'6334096390',b'crossing',b'uncontrolled',b'regular'
b'6334096390',b'highway',b'crossing',b'regular'
b'6334096390',b'kerb',b'lowered',b'regular'
b'6334109620',b'crossing',b'uncontrolled',b'regular'
b'6334109620',b'highway',b'crossing',b'regular'
b'6334109620',b'kerb',b'lowered',b'regular'
b'6334109621',b'crossing',b'unmarked',b'regular'
b'6334109621',b'highway',b'crossing',b'regular'
b'6334109621',b'kerb',b'lowered',b'regular'
b'6334109622',b'crossing',b'unmarked',b'regular'
b'6334109622',b'highway',b'crossing',b'regular'
b'6334109622',b'kerb',b'lowered',b'regular'
b'6334109623',b'crossing',b'unmarked',b'regular'
b'6334109623',b'highway',b'crossing',b'regular'
b'6334109623',b'kerb',b'lowered',b'regular'
b'6334109624',b'crossing',b'unmarked',b'regular'
b'6334109624',b'highway',b'crossing',b'regular'
b'6334109624',b'kerb',b'lowered',b'regular'
b'6334109625',b'crossing',b'unmarked',b'regular'
b'6334109625',b'highway',b'crossing',b'regular'
b'6334144143',b'direction',b'backward',b'regular'
b'6334144143',b'highway',b'stop',b'regular'
b'6334144143',b'stop',b'minor',b'regular'
b'6334144143',b'traffic_sign',b'stop',b'regular'
b'6334170100',b'highway',b'give_way',b'regular'
b'6334176460',b'direction',b'backward',b'regular'
b'6334176460',b'highway',b'stop',b'regular'
b'6334176460',b'stop',b'minor',b'regular'
b'6334176460',b'traffic_sign',b'stop',b'regular'
b'6334183007',b'direction',b'forward',b'regular'
b'6334183007',b'highway',b'stop',b'regular'
b'6334183007',b'traffic_sign',b'stop',b'regular'
b'6334183009',b'direction',b'backward',b'regular'
b'6334183009',b'highway',b'stop',b'regular'
b'6334183009',b'stop',b'minor',b'regular'
b'6334183009',b'traffic_sign',b'stop',b'regular'
b'6334183011',b'bus',b'yes',b'regular'
b'6334183011',b'name',b'Munger Residences',b'regular'
b'6334183011',b'network',b'Marguerite',b'regular'
b'6334183011',b'operator',b'Stanford University',b'regular'
b'6334183011',b'public_transport',b'stop_position',b'regular'
b'6334183013',b'direction',b'backward',b'regular'
b'6334183013',b'highway',b'stop',b'regular'
b'6334183013',b'traffic_sign',b'stop',b'regular'
b'6334183014',b'direction',b'forward',b'regular'
b'6334183014',b'highway',b'stop',b'regular'
b'6334183014',b'traffic_sign',b'stop',b'regular'
b'6334183015',b'direction',b'forward',b'regular'
b'6334183015',b'highway',b'stop',b'regular'
b'6334183015',b'traffic_sign',b'stop',b'regular'
b'6334183016',b'direction',b'backward',b'regular'
b'6334183016',b'highway',b'stop',b'regular'
b'6334183016',b'traffic_sign',b'stop',b'regular'
b'6334221502',b'crossing',b'unmarked',b'regular'
b'6334221502',b'highway',b'crossing',b'regular'
b'6334221503',b'crossing',b'unmarked',b'regular'
b'6334221503',b'highway',b'crossing',b'regular'
b'6334221504',b'crossing',b'uncontrolled',b'regular'
b'6334221504',b'highway',b'crossing',b'regular'
b'6334221504',b'kerb',b'lowered',b'regular'
b'6334221505',b'crossing',b'uncontrolled',b'regular'
b'6334221505',b'highway',b'crossing',b'regular'
b'6334221505',b'kerb',b'lowered',b'regular'
b'6334221507',b'crossing',b'uncontrolled',b'regular'
b'6334221507',b'highway',b'crossing',b'regular'
b'6334221507',b'kerb',b'lowered',b'regular'
b'6334221508',b'crossing',b'unmarked',b'regular'
b'6334221508',b'highway',b'crossing',b'regular'
b'6334221509',b'crossing',b'unmarked',b'regular'
b'6334221509',b'highway',b'crossing',b'regular'
b'6334231655',b'amenity',b'fountain',b'regular'
b'6334231656',b'amenity',b'fountain',b'regular'
b'6334247570',b'crossing',b'uncontrolled',b'regular'
b'6334247570',b'highway',b'crossing',b'regular'
b'6334247570',b'kerb',b'lowered',b'regular'
b'6334247571',b'crossing',b'uncontrolled',b'regular'
b'6334247571',b'highway',b'crossing',b'regular'
b'6334247571',b'kerb',b'lowered',b'regular'
b'6334247572',b'crossing',b'uncontrolled',b'regular'
b'6334247572',b'highway',b'crossing',b'regular'
b'6334247572',b'kerb',b'lowered',b'regular'
b'6334247573',b'crossing',b'uncontrolled',b'regular'
b'6334247573',b'highway',b'crossing',b'regular'
b'6334247573',b'kerb',b'lowered',b'regular'
b'6334256769',b'direction',b'forward',b'regular'
b'6334256769',b'highway',b'stop',b'regular'
b'6334256769',b'stop',b'minor',b'regular'
b'6334256769',b'traffic_sign',b'stop',b'regular'
b'6334256771',b'crossing',b'unmarked',b'regular'
b'6334256771',b'highway',b'crossing',b'regular'
b'6334256771',b'kerb',b'lowered',b'regular'
b'6334292319',b'entrance',b'yes',b'regular'
b'6334292319',b'level',b'-1',b'regular'
b'6334292320',b'entrance',b'yes',b'regular'
b'6334292320',b'level',b'-1',b'regular'
b'6334292321',b'entrance',b'yes',b'regular'
b'6334292324',b'entrance',b'yes',b'regular'
b'6334292324',b'level',b'0',b'regular'
b'6334324014',b'crossing',b'uncontrolled',b'regular'
b'6334324014',b'highway',b'crossing',b'regular'
b'6334331356',b'crossing',b'uncontrolled',b'regular'
b'6334331356',b'highway',b'crossing',b'regular'
b'6334331356',b'kerb',b'lowered',b'regular'
b'6334499685',b'direction',b'backward',b'regular'
b'6334499685',b'highway',b'stop',b'regular'
b'6334499685',b'traffic_sign',b'stop',b'regular'
b'6334711468',b'crossing',b'unmarked',b'regular'
b'6334711468',b'highway',b'crossing',b'regular'
b'6335556036',b'crossing',b'uncontrolled',b'regular'
b'6335556036',b'highway',b'crossing',b'regular'
b'6335556036',b'kerb',b'lowered',b'regular'
b'6335585602',b'crossing',b'unmarked',b'regular'
b'6335585602',b'highway',b'crossing',b'regular'
b'6335585602',b'kerb',b'lowered',b'regular'
b'6335982026',b'crossing',b'unmarked',b'regular'
b'6335982026',b'highway',b'crossing',b'regular'
b'6335982026',b'kerb',b'lowered',b'regular'
b'6335985876',b'crossing',b'unmarked',b'regular'
b'6335985876',b'highway',b'crossing',b'regular'
b'6335985876',b'kerb',b'lowered',b'regular'
b'6335987253',b'crossing',b'unmarked',b'regular'
b'6335987253',b'highway',b'crossing',b'regular'
b'6335987253',b'kerb',b'lowered',b'regular'
b'6335994848',b'crossing',b'unmarked',b'regular'
b'6335994848',b'highway',b'crossing',b'regular'
b'6335994849',b'crossing',b'unmarked',b'regular'
b'6335994849',b'highway',b'crossing',b'regular'
b'6336103673',b'crossing',b'traffic_signals',b'regular'
b'6336103673',b'highway',b'crossing',b'regular'
b'6336103673',b'kerb',b'lowered',b'regular'
b'6336103674',b'crossing',b'traffic_signals',b'regular'
b'6336103674',b'highway',b'crossing',b'regular'
b'6336103674',b'kerb',b'lowered',b'regular'
b'6336103675',b'crossing',b'traffic_signals',b'regular'
b'6336103675',b'highway',b'crossing',b'regular'
b'6336103675',b'kerb',b'lowered',b'regular'
b'6336103676',b'crossing',b'unmarked',b'regular'
b'6336103676',b'highway',b'crossing',b'regular'
b'6336103676',b'kerb',b'lowered',b'regular'
b'6336103677',b'direction',b'forward',b'regular'
b'6336103677',b'highway',b'stop',b'regular'
b'6336103677',b'stop',b'minor',b'regular'
b'6336103677',b'traffic_sign',b'stop',b'regular'
b'6336103678',b'direction',b'both',b'regular'
b'6336103678',b'traffic_calming',b'bump',b'regular'
b'6336123939',b'crossing',b'unmarked',b'regular'
b'6336123939',b'highway',b'crossing',b'regular'
b'6336123939',b'kerb',b'lowered',b'regular'
b'6336123940',b'direction',b'both',b'regular'
b'6336123940',b'traffic_calming',b'bump',b'regular'
b'6336123944',b'direction',b'both',b'regular'
b'6336123944',b'traffic_calming',b'bump',b'regular'
b'6336123945',b'direction',b'both',b'regular'
b'6336123945',b'traffic_calming',b'bump',b'regular'
b'6336123946',b'crossing',b'unmarked',b'regular'
b'6336123946',b'highway',b'crossing',b'regular'
b'6336123946',b'kerb',b'lowered',b'regular'
b'6336123947',b'crossing',b'unmarked',b'regular'
b'6336123947',b'highway',b'crossing',b'regular'
b'6336123947',b'kerb',b'lowered',b'regular'
b'6336123948',b'crossing',b'unmarked',b'regular'
b'6336123948',b'highway',b'crossing',b'regular'
b'6336123949',b'crossing',b'unmarked',b'regular'
b'6336123949',b'highway',b'crossing',b'regular'
b'6336123950',b'crossing',b'unmarked',b'regular'
b'6336123950',b'highway',b'crossing',b'regular'
b'6336123951',b'crossing',b'unmarked',b'regular'
b'6336123951',b'highway',b'crossing',b'regular'
b'6336123952',b'crossing',b'unmarked',b'regular'
b'6336123952',b'highway',b'crossing',b'regular'
b'6336123953',b'crossing',b'unmarked',b'regular'
b'6336123953',b'highway',b'crossing',b'regular'
b'6336123954',b'direction',b'backward',b'regular'
b'6336123954',b'highway',b'stop',b'regular'
b'6336123954',b'stop',b'minor',b'regular'
b'6336123954',b'traffic_sign',b'stop',b'regular'
b'6336133577',b'crossing',b'unmarked',b'regular'
b'6336133577',b'highway',b'crossing',b'regular'
b'6336133577',b'kerb',b'lowered',b'regular'
b'6336133579',b'crossing',b'unmarked',b'regular'
b'6336133579',b'highway',b'crossing',b'regular'
b'6336133579',b'kerb',b'lowered',b'regular'
b'6336133580',b'crossing',b'unmarked',b'regular'
b'6336133580',b'highway',b'crossing',b'regular'
b'6336133581',b'crossing',b'unmarked',b'regular'
b'6336133581',b'highway',b'crossing',b'regular'
b'6336133582',b'crossing',b'unmarked',b'regular'
b'6336133582',b'highway',b'crossing',b'regular'
b'6336150597',b'crossing',b'unmarked',b'regular'
b'6336150597',b'highway',b'crossing',b'regular'
b'6336150598',b'crossing',b'unmarked',b'regular'
b'6336150598',b'highway',b'crossing',b'regular'
b'6336150600',b'crossing',b'unmarked',b'regular'
b'6336150600',b'highway',b'crossing',b'regular'
b'6336150601',b'crossing',b'unmarked',b'regular'
b'6336150601',b'highway',b'crossing',b'regular'
b'6336150601',b'kerb',b'lowered',b'regular'
b'6336150603',b'crossing',b'unmarked',b'regular'
b'6336150603',b'highway',b'crossing',b'regular'
b'6336150603',b'kerb',b'lowered',b'regular'
b'6336150605',b'crossing',b'unmarked',b'regular'
b'6336150605',b'highway',b'crossing',b'regular'
b'6336150605',b'kerb',b'lowered',b'regular'
b'6336150606',b'crossing',b'unmarked',b'regular'
b'6336150606',b'highway',b'crossing',b'regular'
b'6336150606',b'kerb',b'lowered',b'regular'
b'6336150607',b'crossing',b'unmarked',b'regular'
b'6336150607',b'highway',b'crossing',b'regular'
b'6336150607',b'kerb',b'lowered',b'regular'
b'6336150608',b'direction',b'backward',b'regular'
b'6336150608',b'highway',b'stop',b'regular'
b'6336150608',b'stop',b'minor',b'regular'
b'6336150608',b'traffic_sign',b'stop',b'regular'
b'6336150609',b'crossing',b'unmarked',b'regular'
b'6336150609',b'highway',b'crossing',b'regular'
b'6336150609',b'kerb',b'lowered',b'regular'
b'6336150610',b'direction',b'backward',b'regular'
b'6336150610',b'highway',b'stop',b'regular'
b'6336150610',b'stop',b'minor',b'regular'
b'6336150610',b'traffic_sign',b'stop',b'regular'
b'6336276434',b'highway',b'stop',b'regular'
b'6336276434',b'stop',b'minor',b'regular'
b'6336276434',b'traffic_sign',b'stop',b'regular'
b'6336276435',b'crossing',b'uncontrolled',b'regular'
b'6336276435',b'highway',b'crossing',b'regular'
b'6336276435',b'kerb',b'lowered',b'regular'
b'6336276436',b'crossing',b'uncontrolled',b'regular'
b'6336276436',b'highway',b'crossing',b'regular'
b'6336276436',b'kerb',b'lowered',b'regular'
b'6336299113',b'crossing',b'unmarked',b'regular'
b'6336299113',b'highway',b'crossing',b'regular'
b'6336299113',b'kerb',b'lowered',b'regular'
b'6336299114',b'crossing',b'unmarked',b'regular'
b'6336299114',b'highway',b'crossing',b'regular'
b'6336299114',b'kerb',b'lowered',b'regular'
b'6336299115',b'crossing',b'unmarked',b'regular'
b'6336299115',b'highway',b'crossing',b'regular'
b'6336299115',b'kerb',b'lowered',b'regular'
b'6336299116',b'crossing',b'unmarked',b'regular'
b'6336299116',b'highway',b'crossing',b'regular'
b'6336299116',b'kerb',b'lowered',b'regular'
b'6336299117',b'crossing',b'unmarked',b'regular'
b'6336299117',b'highway',b'crossing',b'regular'
b'6336299117',b'kerb',b'lowered',b'regular'
b'6336299118',b'crossing',b'unmarked',b'regular'
b'6336299118',b'highway',b'crossing',b'regular'
b'6336299118',b'kerb',b'lowered',b'regular'
b'6336299119',b'crossing',b'unmarked',b'regular'
b'6336299119',b'highway',b'crossing',b'regular'
b'6336299119',b'kerb',b'lowered',b'regular'
b'6336299120',b'crossing',b'unmarked',b'regular'
b'6336299120',b'highway',b'crossing',b'regular'
b'6336299120',b'kerb',b'lowered',b'regular'
b'6336299121',b'direction',b'backward',b'regular'
b'6336299121',b'highway',b'stop',b'regular'
b'6336299121',b'stop',b'minor',b'regular'
b'6336299121',b'traffic_sign',b'stop',b'regular'
b'6336299122',b'direction',b'forward',b'regular'
b'6336299122',b'highway',b'stop',b'regular'
b'6336299122',b'stop',b'minor',b'regular'
b'6336299122',b'traffic_sign',b'stop',b'regular'
b'6336299123',b'crossing',b'unmarked',b'regular'
b'6336299123',b'highway',b'crossing',b'regular'
b'6336299123',b'kerb',b'lowered',b'regular'
b'6336299124',b'crossing',b'unmarked',b'regular'
b'6336299124',b'highway',b'crossing',b'regular'
b'6336299124',b'kerb',b'lowered',b'regular'
b'6336299125',b'crossing',b'unmarked',b'regular'
b'6336299125',b'highway',b'crossing',b'regular'
b'6336299125',b'kerb',b'lowered',b'regular'
b'6336299126',b'crossing',b'unmarked',b'regular'
b'6336299126',b'highway',b'crossing',b'regular'
b'6336299126',b'kerb',b'lowered',b'regular'
b'6336299127',b'crossing',b'unmarked',b'regular'
b'6336299127',b'highway',b'crossing',b'regular'
b'6336299127',b'kerb',b'lowered',b'regular'
b'6336299128',b'direction',b'backward',b'regular'
b'6336299128',b'highway',b'stop',b'regular'
b'6336299128',b'stop',b'minor',b'regular'
b'6336299128',b'traffic_sign',b'stop',b'regular'
b'6336299129',b'direction',b'forward',b'regular'
b'6336299129',b'highway',b'stop',b'regular'
b'6336299129',b'stop',b'minor',b'regular'
b'6336299129',b'traffic_sign',b'stop',b'regular'
b'6336299130',b'crossing',b'unmarked',b'regular'
b'6336299130',b'highway',b'crossing',b'regular'
b'6336299130',b'kerb',b'lowered',b'regular'
b'6336299131',b'crossing',b'unmarked',b'regular'
b'6336299131',b'highway',b'crossing',b'regular'
b'6336299131',b'kerb',b'lowered',b'regular'
b'6336299132',b'crossing',b'unmarked',b'regular'
b'6336299132',b'highway',b'crossing',b'regular'
b'6336299132',b'kerb',b'lowered',b'regular'
b'6336299133',b'crossing',b'unmarked',b'regular'
b'6336299133',b'highway',b'crossing',b'regular'
b'6336299133',b'kerb',b'lowered',b'regular'
b'6336306222',b'crossing',b'unmarked',b'regular'
b'6336306222',b'highway',b'crossing',b'regular'
b'6336306222',b'kerb',b'lowered',b'regular'
b'6336306223',b'crossing',b'unmarked',b'regular'
b'6336306223',b'highway',b'crossing',b'regular'
b'6336306223',b'kerb',b'lowered',b'regular'
b'6336306224',b'crossing',b'unmarked',b'regular'
b'6336306224',b'highway',b'crossing',b'regular'
b'6336306224',b'kerb',b'lowered',b'regular'
b'6336306225',b'crossing',b'unmarked',b'regular'
b'6336306225',b'highway',b'crossing',b'regular'
b'6336306225',b'kerb',b'lowered',b'regular'
b'6336306226',b'crossing',b'unmarked',b'regular'
b'6336306226',b'highway',b'crossing',b'regular'
b'6336306226',b'kerb',b'lowered',b'regular'
b'6336312748',b'crossing',b'unmarked',b'regular'
b'6336312748',b'highway',b'crossing',b'regular'
b'6336312748',b'kerb',b'lowered',b'regular'
b'6336312749',b'crossing',b'unmarked',b'regular'
b'6336312749',b'highway',b'crossing',b'regular'
b'6336312749',b'kerb',b'lowered',b'regular'
b'6336312750',b'crossing',b'unmarked',b'regular'
b'6336312750',b'highway',b'crossing',b'regular'
b'6336312750',b'kerb',b'lowered',b'regular'
b'6336312751',b'crossing',b'unmarked',b'regular'
b'6336312751',b'highway',b'crossing',b'regular'
b'6336312751',b'kerb',b'lowered',b'regular'
b'6336312752',b'crossing',b'unmarked',b'regular'
b'6336312752',b'highway',b'crossing',b'regular'
b'6336312752',b'kerb',b'lowered',b'regular'
b'6336312753',b'crossing',b'unmarked',b'regular'
b'6336312753',b'highway',b'crossing',b'regular'
b'6336312753',b'kerb',b'lowered',b'regular'
b'6336312754',b'crossing',b'unmarked',b'regular'
b'6336312754',b'highway',b'crossing',b'regular'
b'6336312754',b'kerb',b'lowered',b'regular'
b'6336312755',b'crossing',b'unmarked',b'regular'
b'6336312755',b'highway',b'crossing',b'regular'
b'6336312755',b'kerb',b'lowered',b'regular'
b'6336312756',b'crossing',b'traffic_signals',b'regular'
b'6336312756',b'highway',b'crossing',b'regular'
b'6336312756',b'kerb',b'lowered',b'regular'
b'6336312757',b'crossing',b'traffic_signals',b'regular'
b'6336312757',b'highway',b'crossing',b'regular'
b'6336312757',b'kerb',b'lowered',b'regular'
b'6336312758',b'crossing',b'traffic_signals',b'regular'
b'6336312758',b'highway',b'crossing',b'regular'
b'6336312758',b'kerb',b'lowered',b'regular'
b'6336328428',b'crossing',b'unmarked',b'regular'
b'6336328428',b'highway',b'crossing',b'regular'
b'6336328428',b'kerb',b'lowered',b'regular'
b'6336354441',b'crossing',b'unmarked',b'regular'
b'6336354441',b'highway',b'crossing',b'regular'
b'6336354441',b'kerb',b'lowered',b'regular'
b'6336354442',b'crossing',b'unmarked',b'regular'
b'6336354442',b'highway',b'crossing',b'regular'
b'6336354443',b'crossing',b'unmarked',b'regular'
b'6336354443',b'highway',b'crossing',b'regular'
b'6336354443',b'kerb',b'lowered',b'regular'
b'6336354444',b'crossing',b'unmarked',b'regular'
b'6336354444',b'highway',b'crossing',b'regular'
b'6336354444',b'kerb',b'lowered',b'regular'
b'6336354445',b'crossing',b'unmarked',b'regular'
b'6336354445',b'highway',b'crossing',b'regular'
b'6336354445',b'kerb',b'lowered',b'regular'
b'6336354446',b'direction',b'forward',b'regular'
b'6336354446',b'highway',b'stop',b'regular'
b'6336354446',b'stop',b'minor',b'regular'
b'6336354446',b'traffic_sign',b'stop',b'regular'
b'6336354447',b'crossing',b'unmarked',b'regular'
b'6336354447',b'highway',b'crossing',b'regular'
b'6336354447',b'kerb',b'lowered',b'regular'
b'6336354448',b'crossing',b'unmarked',b'regular'
b'6336354448',b'highway',b'crossing',b'regular'
b'6336354449',b'direction',b'forward',b'regular'
b'6336354449',b'highway',b'stop',b'regular'
b'6336354449',b'stop',b'minor',b'regular'
b'6336354449',b'traffic_sign',b'stop',b'regular'
b'6336354450',b'direction',b'backward',b'regular'
b'6336354450',b'highway',b'stop',b'regular'
b'6336354450',b'stop',b'minor',b'regular'
b'6336354450',b'traffic_sign',b'stop',b'regular'
b'6336354451',b'direction',b'forward',b'regular'
b'6336354451',b'highway',b'stop',b'regular'
b'6336354451',b'stop',b'minor',b'regular'
b'6336354451',b'traffic_sign',b'stop',b'regular'
b'6336382410',b'crossing',b'unmarked',b'regular'
b'6336382410',b'highway',b'crossing',b'regular'
b'6336382410',b'kerb',b'lowered',b'regular'
b'6336382411',b'crossing',b'unmarked',b'regular'
b'6336382411',b'highway',b'crossing',b'regular'
b'6336382417',b'direction',b'forward',b'regular'
b'6336382417',b'highway',b'stop',b'regular'
b'6336382417',b'stop',b'minor',b'regular'
b'6336382417',b'traffic_sign',b'stop',b'regular'
b'6336382418',b'crossing',b'unmarked',b'regular'
b'6336382418',b'highway',b'crossing',b'regular'
b'6336382418',b'kerb',b'lowered',b'regular'
b'6336382418',b'tactile_paving',b'yes',b'regular'
b'6336382419',b'crossing',b'unmarked',b'regular'
